id,z_id,lat,lng,description,created_at,direction,price,space_number,b_id,num_space,meter_type,g_pm_zone,g_subzone,g_zone,street
2823,972,42.344932,-71.099181,,2019-05-14 15:34:17.372445+00,West,0.25,"",5027,1,SINGLE-SPACE,"",0FE,FE,Ross Way.
2824,978,42.345109,-71.099109,,2019-05-14 15:34:17.372445+00,South,0.25,"",5029,1,SINGLE-SPACE,"",0FE,FE,Van Ness St.
2825,979,42.345407,-71.098001,,2019-05-14 15:34:17.372445+00,South,0.25,"",5039,1,SINGLE-SPACE,"",0FE,FE,Van Ness St.
2826,685,42.347514,-71.102269,,2019-05-14 15:34:17.372445+00,West,0.25,"",5096,1,SINGLE-SPACE,"",0FF,FF,Beacon St.
2827,693,42.347137,-71.104558,,2019-05-14 15:34:17.372445+00,West,0.25,"",5124,1,SINGLE-SPACE,"",0FF,FF,Beacon St.
2828,695,42.347066,-71.10316,,2019-05-14 15:34:17.372445+00,East,0.25,"",5131,1,SINGLE-SPACE,"",0FF,FF,Beacon St.
2829,696,42.347274,-71.102428,,2019-05-14 15:34:17.372445+00,East,0.25,"",5138,1,SINGLE-SPACE,"",0FF,FF,Beacon St.
2830,697,42.347508,-71.101493,,2019-05-14 15:34:17.372445+00,South,0.25,"",5145,1,SINGLE-SPACE,"",0FF,FF,Beacon St.
2831,698,42.348505,-71.097981,,2019-05-14 15:34:17.372445+00,South,0.25,"",5181,1,SINGLE-SPACE,"",0FF,FF,Beacon St.
2832,699,42.347261,-71.098571,,2019-05-14 15:34:17.372445+00,North,0.25,"",5186,1,SINGLE-SPACE,"",0FF,FF,Brookline Av.
2833,700,42.346197,-71.099864,,2019-05-14 15:34:17.372445+00,North,0.25,"",5200,1,SINGLE-SPACE,"",0FF,FF,Overland St.
2834,702,42.346014,-71.099906,,2019-05-14 15:34:17.372445+00,West,0.25,"",5224,1,SINGLE-SPACE,702,0FF,FF,Brookline Av.
2835,704,42.345405,-71.100521,,2019-05-14 15:34:17.372445+00,West,0.25,"",5232,1,SINGLE-SPACE,"",0FF,FF,Brookline Av.
2836,705,42.351841,-71.125357,,2019-05-14 15:34:17.372445+00,West,0.25,"",5235,1,SINGLE-SPACE,"",0GC,GC,Commonwealth Av.
2837,706,42.350811,-71.127341,,2019-05-14 15:34:17.372445+00,West,0.25,"",5258,1,SINGLE-SPACE,"",0GC,GC,Commonwealth Av.
2838,707,42.350814,-71.130039,,2019-05-14 15:34:17.372445+00,West,0.25,"",5267,1,SINGLE-SPACE,"",0GC,GC,Commonwealth Av.
2839,709,42.350512,-71.131171,,2019-05-14 15:34:17.372445+00,West,0.25,"",5279,1,SINGLE-SPACE,"",0GC,GC,Commonwealth Av.
2840,710,42.348185,-71.1349,,2019-05-14 15:34:17.372445+00,East,0.25,"",5303,1,SINGLE-SPACE,"",0GC,GC,Commonwealth Av.
2841,711,42.348714,-71.134061,,2019-05-14 15:34:17.372445+00,West,0.25,"",5317,1,SINGLE-SPACE,712,0GC,GC,Commonwealth Av.
2842,714,42.349229,-71.132993,,2019-05-14 15:34:17.372445+00,West,0.25,"",5339,1,SINGLE-SPACE,"",0GD,GD,Commonwealth Av.
2843,715,42.349797,-71.131519,,2019-05-14 15:34:17.372445+00,East,0.25,"",5387,1,SINGLE-SPACE,"",0GD,GD,Commonwealth Av.
2844,716,42.350024,-71.13072,,2019-05-14 15:34:17.372445+00,North,0.25,"",5398,1,SINGLE-SPACE,"",0GD,GD,Harvard Av.
2845,718,42.349106,-71.130028,,2019-05-14 15:34:17.372445+00,North,0.25,"",5414,1,SINGLE-SPACE,"",0GD,GD,Harvard Av.
2846,719,42.349221,-71.130149,,2019-05-14 15:34:17.372445+00,South,0.25,"",5420,1,SINGLE-SPACE,"",0GD,GD,Harvard Av.
2847,720,42.350144,-71.130791,,2019-05-14 15:34:17.372445+00,East,0.25,"",5433,1,SINGLE-SPACE,"",0GD,GD,Commonwealth Av.
2848,721,42.35038,-71.128777,,2019-05-14 15:34:17.372445+00,East,0.25,"",5474,1,SINGLE-SPACE,"",0GD,GD,Commonwealth Av.
2849,723,42.337784,-71.153092,,2019-05-14 15:34:17.372445+00,North,0.25,"",5513,1,SINGLE-SPACE,"",0GE,GE,Chestnut Hill Av.
2850,725,42.335838,-71.150813,,2019-05-14 15:34:17.372445+00,North,0.25,"",5551,1,SINGLE-SPACE,"",0GE,GE,Chestnut Hill Av.
2851,728,42.33639,-71.148693,,2019-05-14 15:34:17.372445+00,East,0.25,"",5585,1,SINGLE-SPACE,"",0GE,GE,Beacon St.
2852,729,42.336492,-71.148776,,2019-05-14 15:34:17.372445+00,West,0.25,"",5607,1,SINGLE-SPACE,"",0GE,GE,Beacon St.
2853,731,42.336129,-71.150453,,2019-05-14 15:34:17.372445+00,East,0.25,"",5634,1,SINGLE-SPACE,"",0GE,GE,Beacon St.
2854,732,42.336294,-71.150694,,2019-05-14 15:34:17.372445+00,East,0.25,"",5641,1,SINGLE-SPACE,"",0GE,GE,Beacon St.
2855,733,42.335934,-71.15012,,2019-05-14 15:34:17.372445+00,West,0.25,"",5645,1,SINGLE-SPACE,"",0GE,GE,Beacon St.
2856,734,42.336298,-71.151137,,2019-05-14 15:34:17.372445+00,South,0.25,"",5651,1,SINGLE-SPACE,"",0GE,GE,Chestnut Hill Av.
2857,737,42.334919,-71.075284,,2019-05-14 15:34:17.372445+00,West,0.25,"",5680,1,SINGLE-SPACE,"",0HA,HA,Harrison Av.
2858,739,42.335957,-71.070214,,2019-05-14 15:34:17.372445+00,South,0.25,"",5692,1,SINGLE-SPACE,"",0HA,HA,East Newton.
2859,742,42.335995,-71.069873,,2019-05-14 15:34:17.372445+00,East,0.25,"",5738,1,SINGLE-SPACE,"",0HA,HA,Albany St.
2860,743,42.338094,-71.066912,,2019-05-14 15:34:17.372445+00,East,0.25,"",5768,1,SINGLE-SPACE,"",0HA,HA,Albany St.
2861,745,42.340169,-71.064317,,2019-05-14 15:34:17.372445+00,West,0.25,"",5782,1,SINGLE-SPACE,"",0HA,HA,Albany St.
2862,746,42.339554,-71.065131,,2019-05-14 15:34:17.372445+00,West,0.25,"",5791,1,SINGLE-SPACE,"",0HA,HA,Albany St.
2863,747,42.339063,-71.065784,,2019-05-14 15:34:17.372445+00,West,0.25,"",5797,1,SINGLE-SPACE,"",0HA,HA,Albany St.
2864,989,42.338157,-71.067064,,2019-05-14 15:34:17.372445+00,West,0.25,"",5807,1,SINGLE-SPACE,"",0HA,HA,Albany St.
2865,748,42.338051,-71.067192,,2019-05-14 15:34:17.372445+00,West,0.25,"",5812,1,SINGLE-SPACE,"",0HA,HA,Albany St.
2866,749,42.337151,-71.068474,,2019-05-14 15:34:17.372445+00,West,0.25,"",5818,1,SINGLE-SPACE,"",0HA,HA,Albany St.
2867,751,42.336626,-71.069231,,2019-05-14 15:34:17.372445+00,West,0.25,"",5825,1,SINGLE-SPACE,"",0HA,HA,Albany St.
2868,752,42.335442,-71.070886,,2019-05-14 15:34:17.372445+00,West,0.25,"",5829,1,SINGLE-SPACE,"",0HA,HA,Albany St.
2869,753,42.338288,-71.071068,,2019-05-14 15:34:17.372445+00,North,0.25,"",5834,1,SINGLE-SPACE,"",0HB,HB,Harrison Av.
2870,754,42.337359,-71.072223,,2019-05-14 15:34:17.372445+00,North,0.25,"",5850,1,SINGLE-SPACE,"",0HB,HB,Harrison Av.
2871,755,42.336465,-71.073338,,2019-05-14 15:34:17.372445+00,West,0.25,"",5865,1,SINGLE-SPACE,"",0HB,HB,Harrison Av.
2872,758,42.335578,-71.074247,,2019-05-14 15:34:17.372445+00,East,0.25,"",5879,1,SINGLE-SPACE,"",0HB,HB,Harrison Av.
2873,760,42.336381,-71.073227,,2019-05-14 15:34:17.372445+00,West,0.25,"",5896,1,SINGLE-SPACE,"",0HB,HB,E Concord St.
2874,761,42.33643,-71.073104,,2019-05-14 15:34:17.372445+00,East,0.25,"",5907,1,SINGLE-SPACE,"",0HB,HB,E Concord St.
2875,763,42.336492,-71.073102,,2019-05-14 15:34:17.372445+00,East,0.25,"",5928,1,SINGLE-SPACE,"",0HB,HB,Harrison Av.
2876,764,42.337629,-71.071708,,2019-05-14 15:34:17.372445+00,East,0.25,"",5946,1,SINGLE-SPACE,"",0HB,HB,Harrison Av.
2877,767,42.338367,-71.070814,,2019-05-14 15:34:17.372445+00,East,0.25,"",5954,1,SINGLE-SPACE,"",0HB,HB,Harrison Av.
2878,768,42.33881,-71.070214,,2019-05-14 15:34:17.372445+00,East,0.25,"",5962,1,SINGLE-SPACE,"",0HC,HC,Harrison Av.
2879,770,42.339432,-71.066112,,2019-05-14 15:34:17.372445+00,North,0.25,"",5972,1,SINGLE-SPACE,"",0HC,HC,Malden St.
2880,772,42.340029,-71.068304,,2019-05-14 15:34:17.372445+00,North,0.25,"",5990,1,SINGLE-SPACE,"",0HC,HC,Wareham St.
2881,774,42.338208,-71.06719,,2019-05-14 15:34:17.372445+00,North,0.25,"",6007,1,SINGLE-SPACE,"",0HC,HC,Plympton St.
2882,775,42.338266,-71.067437,,2019-05-14 15:34:17.372445+00,South,0.25,"",6009,1,SINGLE-SPACE,"",0HC,HC,Plympton St.
2883,777,42.339198,-71.069648,,2019-05-14 15:34:17.372445+00,South,0.25,"",6020,1,SINGLE-SPACE,"",0HC,HC,E Dedham St.
2884,779,42.337417,-71.068556,,2019-05-14 15:34:17.372445+00,North,0.25,"",6056,1,SINGLE-SPACE,"",0HC,HC,E Canton St.
2885,786,42.349373,-71.095123,,2019-05-14 15:34:17.372445+00,North,0.25,"",6097,1,SINGLE-SPACE,"",0KA,KA,Beacon St.
2886,787,42.349061,-71.096423,,2019-05-14 15:34:17.372445+00,North,0.25,"",6100,1,SINGLE-SPACE,"",0KA,KA,Commonwealth Av.
2887,789,42.349161,-71.097106,,2019-05-14 15:34:17.372445+00,East,0.25,"",6106,1,SINGLE-SPACE,"",0KA,KA,Deerfield St.
2888,792,42.350369,-71.100179,,2019-05-14 15:34:17.372445+00,North,0.25,"",6157,1,SINGLE-SPACE,"",0KA,KA,Bay State Rd.
2889,793,42.350339,-71.099759,,2019-05-14 15:34:17.372445+00,North,0.25,"",6162,1,SINGLE-SPACE,"",0KA,KA,Bay State Rd.
2890,795,42.350215,-71.0978,,2019-05-14 15:34:17.372445+00,West,0.25,"",6186,1,SINGLE-SPACE,"",0KA,KA,Deerfield St.
2891,796,42.350444,-71.097688,,2019-05-14 15:34:17.372445+00,East,0.25,"",6190,1,SINGLE-SPACE,"",0KA,KA,Deerfield St.
2892,798,42.350141,-71.097346,,2019-05-14 15:34:17.372445+00,North,0.25,"",6196,1,SINGLE-SPACE,"",0KA,KA,Bay State Rd.
2893,799,42.350042,-71.095368,,2019-05-14 15:34:17.372445+00,West,0.25,"",6219,1,SINGLE-SPACE,"",0KA,KA,Raleigh St.
2894,800,42.350355,-71.095336,,2019-05-14 15:34:17.372445+00,West,0.25,"",6224,1,SINGLE-SPACE,"",0KA,KA,Raleigh St.
2895,801,42.350351,-71.095215,,2019-05-14 15:34:17.372445+00,East,0.25,"",6225,1,SINGLE-SPACE,"",0KA,KA,Raleigh St.
2896,802,42.34999,-71.095215,,2019-05-14 15:34:17.372445+00,North,0.25,"",6231,1,SINGLE-SPACE,"",0KA,KA,Bay State Rd.
2897,803,42.349442,-71.10048,,2019-05-14 15:34:17.372445+00,East,0.25,"",6247,1,SINGLE-SPACE,"",0KB,KB,Silber Wy.
2898,804,42.350345,-71.100297,,2019-05-14 15:34:17.372445+00,East,0.25,"",6256,1,SINGLE-SPACE,"",0KB,KB,Silber Wy.
2899,805,42.350473,-71.10027,,2019-05-14 15:34:17.372445+00,East,0.25,"",6258,1,SINGLE-SPACE,"",0KB,KB,Silber Wy.
2900,806,42.350537,-71.100257,,2019-05-14 15:34:17.372445+00,East,0.25,"",6259,1,SINGLE-SPACE,"",0KB,KB,Silber Wy.
2901,807,42.350243,-71.100446,,2019-05-14 15:34:17.372445+00,West,0.25,"",6268,1,SINGLE-SPACE,"",0KB,KB,Silber Wy.
2902,808,42.350383,-71.100502,,2019-05-14 15:34:17.372445+00,North,0.25,"",6278,1,SINGLE-SPACE,"",0KB,KB,Bay State Rd.
2903,809,42.350595,-71.102687,,2019-05-14 15:34:17.372445+00,North,0.25,"",6305,1,SINGLE-SPACE,"",0KB,KB,Bay State Rd.
2904,810,42.350681,-71.103356,,2019-05-14 15:34:17.372445+00,East,0.25,"",6313,1,SINGLE-SPACE,"",0KB,KB,Granby St.
2905,811,42.350886,-71.103453,,2019-05-14 15:34:17.372445+00,West,0.25,"",6317,1,SINGLE-SPACE,"",0KB,KB,Granby St.
2906,812,42.350478,-71.103535,,2019-05-14 15:34:17.372445+00,West,0.25,"",6321,1,SINGLE-SPACE,"",0KB,KB,Granby St.
2907,813,42.349914,-71.103512,,2019-05-14 15:34:17.372445+00,East,0.25,"",6333,1,SINGLE-SPACE,"",0KB,KB,Granby St.
2908,814,42.350512,-71.103289,,2019-05-14 15:34:17.372445+00,South,0.25,"",6343,1,SINGLE-SPACE,"",0KB,KB,Bay State Rd.
2909,844,42.349664,-71.102305,,2019-05-14 15:34:17.372445+00,North,0.25,"",6394,1,SINGLE-SPACE,"",0KB,KB,Commonwealth Av.
2910,817,42.350014,-71.104898,,2019-05-14 15:34:17.372445+00,North,0.25,"",6411,1,SINGLE-SPACE,817,"","",Commonwealth Av.
2911,818,42.350137,-71.108964,,2019-05-14 15:34:17.372445+00,South,0.25,"",6420,1,SINGLE-SPACE,"",0KB,KB,Commonwealth Av.
2912,819,42.349837,-71.1064,,2019-05-14 15:34:17.372445+00,North,0.25,"",6430,1,SINGLE-SPACE,"",0KB,KB,Commonwealth Av.
2913,820,42.349769,-71.105891,,2019-05-14 15:34:17.372445+00,North,0.25,"",6435,1,SINGLE-SPACE,"",0KB,KB,Commonwealth Av.
2914,822,42.348016,-71.093319,,2019-05-14 15:34:17.372445+00,South,0.25,"",6439,1,SINGLE-SPACE,"",0KC,KC,Newbury St Ext.
2915,824,42.348703,-71.096808,,2019-05-14 15:34:17.372445+00,South,0.25,"",6497,1,SINGLE-SPACE,"",0KC,KC,Commonwealth Av.
2916,825,42.348712,-71.096368,,2019-05-14 15:34:17.372445+00,South,0.25,"",6502,1,SINGLE-SPACE,"",0KC,KC,Commonwealth Av.
2917,826,42.348753,-71.094603,,2019-05-14 15:34:17.372445+00,South,0.25,"",6511,1,SINGLE-SPACE,"",0KC,KC,Commonwealth Av.
2918,827,42.349218,-71.093065,,2019-05-14 15:34:17.372445+00,North,0.25,"",6530,1,SINGLE-SPACE,"",0KC,KC,Commonwealth Av.
2919,828,42.349514,-71.094115,,2019-05-14 15:34:17.372445+00,South,0.25,"",6553,1,SINGLE-SPACE,"",0KC,KC,Beacon St.
2920,829,42.349717,-71.093384,,2019-05-14 15:34:17.372445+00,South,0.25,"",6562,1,SINGLE-SPACE,"",0KC,KC,Beacon St.
2921,831,42.349117,-71.097689,,2019-05-14 15:34:17.372445+00,North,0.25,"",6568,1,SINGLE-SPACE,"",0KC,KC,Commonwealth Av.
2922,832,42.34939,-71.100141,,2019-05-14 15:34:17.372445+00,North,0.25,"",6588,1,SINGLE-SPACE,"",0KC,KC,Commonwealth Av.
2923,837,42.350773,-71.111211,,2019-05-14 15:34:17.372445+00,North,0.25,"",6597,1,SINGLE-SPACE,"",0KD,KD,Commonwealth Av.
2924,839,42.351291,-71.116033,,2019-05-14 15:34:17.372445+00,North,0.25,"",6645,1,SINGLE-SPACE,"",0KD,KD,Commonwealth Av.
2925,841,42.352124,-71.118471,,2019-05-14 15:34:17.372445+00,West,0.25,"",6672,1,SINGLE-SPACE,"",0KD,KD,Harry Agganis Wy.
2926,842,42.351763,-71.118664,,2019-05-14 15:34:17.372445+00,North,0.25,"",6680,1,SINGLE-SPACE,"",0KD,KD,Commonwealth Av.
2927,851,42.351559,-71.124927,,2019-05-14 15:34:17.372445+00,South,0.25,"",6734,1,SINGLE-SPACE,"",0KE,KE,Commonwealth Av.
2928,852,42.351389,-71.122603,,2019-05-14 15:34:17.372445+00,South,0.25,"",6754,1,SINGLE-SPACE,"",0KE,KE,Commonwealth Av.
2929,853,42.351744,-71.122262,,2019-05-14 15:34:17.372445+00,South,0.25,"",6765,1,SINGLE-SPACE,"",0KE,KE,Commonwealth Av.
2930,854,42.351249,-71.120499,,2019-05-14 15:34:17.372445+00,South,0.25,"",6776,1,SINGLE-SPACE,"",0KE,KE,Commonwealth Av.
2931,858,42.350982,-71.115873,,2019-05-14 15:34:17.372445+00,South,0.25,"",6811,1,SINGLE-SPACE,"",0KE,KE,Commonwealth Av.
2932,860,42.352348,-71.125099,,2019-05-14 15:34:17.372445+00,East,0.25,"",6827,1,SINGLE-SPACE,"",0KE,KE,Malvern St.
2933,861,42.353512,-71.124844,,2019-05-14 15:34:17.372445+00,East,0.25,"",6838,1,SINGLE-SPACE,"",0KE,KE,Malvern St.
2934,862,42.354214,-71.124601,,2019-05-14 15:34:17.372445+00,South,0.25,"",6852,1,SINGLE-SPACE,"",0KE,KE,Ashford St.
2935,865,42.352996,-71.121426,,2019-05-14 15:34:17.372445+00,North,0.25,"",6888,1,SINGLE-SPACE,"",0KE,KE,Gardner St.
2936,867,42.353771,-71.122887,,2019-05-14 15:34:17.372445+00,East,0.25,"",6906,1,SINGLE-SPACE,"",0KE,KE,Alcorn St.
2937,868,42.353312,-71.124135,,2019-05-14 15:34:17.372445+00,North,0.25,"",6915,1,SINGLE-SPACE,"",0KE,KE,Gardner St.
2938,869,42.352987,-71.122202,,2019-05-14 15:34:17.372445+00,South,0.25,"",6926,1,SINGLE-SPACE,"",0KE,KE,Gardner St.
2939,833,42.350601,-71.112668,,2019-05-14 15:34:17.372445+00,South,0.25,"",6944,1,SINGLE-SPACE,"",0KD,KE,Commonwealth Av.
